"Light Intensity (% of scale max) Run #1","Relative Intensity Run #1","Voltage (V) Run #1"
0.50218,0.50218,-1.116
0.49255,0.49255,-1.115
0.48418,0.48418,-1.114
0.47472,0.47472,-1.114
0.45183,0.45183,-1.114
0.44557,0.44557,-1.115
0.43721,0.43721,-1.115
0.42584,0.42584,-1.114
0.41452,0.41452,-1.115
0.40955,0.40955,-1.115
0.40807,0.40807,-1.115
0.39331,0.39331,-1.113
0.38968,0.38968,-1.112
0.38434,0.38434,-1.111
0.37267,0.37267,-1.111
0.36285,0.36285,-1.110
0.35576,0.35576,-1.111
0.34058,0.34058,-1.110
0.33264,0.33264,-1.111
0.32736,0.32736,-1.111
0.31213,0.31213,-1.111
0.29155,0.29155,-1.111
0.27872,0.27872,-1.111
0.26576,0.26576,-1.110
0.24098,0.24098,-1.109
0.22871,0.22871,-1.109
0.21707,0.21707,-1.107
0.20497,0.20497,-1.106
0.19820,0.19820,-1.106
0.19456,0.19456,-1.106
0.18777,0.18777,-1.105
0.17656,0.17656,-1.102
0.17168,0.17168,-1.101
0.16650,0.16650,-1.100
0.15814,0.15814,-1.101
0.15329,0.15329,-1.101
0.14880,0.14880,-1.101
0.14365,0.14365,-1.101
0.13800,0.13800,-1.101
0.13528,0.13528,-1.101
0.13229,0.13229,-1.100
