Record Length,2000,Points,-80.000005662E-3,80.000005662E-3,,Record Length,2000,Points,-80.000005662E-3,-6.80000019,
Sample Interval,79.999997979E-6,s,-79.920008779E-3,160.00001132E-3,,Sample Interval,79.999997979E-6,s,-79.920008779E-3,-6.59999990,
Trigger Point,1.0000001E3,Samples,-79.840004444E-3,240.00000954E-3,,Trigger Point,1.0000001E3,Samples,-79.840004444E-3,-6.20000029,
,,,-79.760007560E-3,400.00003576E-3,,,,,-79.760007560E-3,-6.00000000,
,,,-79.680003226E-3,480.000019073E-3,,,,,-79.680003226E-3,-5.80000019,
,,,-79.600006342E-3,640.000045300E-3,,,,,-79.600006342E-3,-5.40000010,
Source,CH1,,-79.520002007E-3,800.000071526E-3,,Source,CH2,,-79.520002007E-3,-5.20000029,
Vertical Units,V,,-79.440005124E-3,880.000054836E-3,,Vertical Units,V,,-79.440005124E-3,-5.00000000,
Vertical Scale,2.0000001,,-79.360008240E-3,960.000038147E-3,,Vertical Scale,5.00000007,,-79.360008240E-3,-4.59999990,
Vertical Offset,0,,-79.280003905E-3,1.1200001,,Vertical Offset,0,,-79.280003905E-3,-4.20000029,
Horizontal Units,s,,-79.200007021E-3,1.2800001,,Horizontal Units,s,,-79.200007021E-3,-4.00000000,
Horizontal Scale,15.9999996E-3,,-79.120002687E-3,1.3600001,,Horizontal Scale,15.9999996E-3,,-79.120002687E-3,-3.60000014,
Pt Fmt,Y,,-79.040005803E-3,1.4400001,,Pt Fmt,Y,,-79.040005803E-3,-3.40000010,
Yzero,0.0,,-78.960008919E-3,1.6000001,,Yzero,0.0,,-78.960008919E-3,-3.00000000,
,,,-78.880004585E-3,1.6000001,,,,,-78.880004585E-3,-2.6000001,
,,,-78.800007701E-3,1.7600001,,,,,-78.800007701E-3,-2.4000001,
Note,TBS1052C - 11:17:29   14-Jan-24,,-78.720003366E-3,1.8400002,,Note,TBS1052C - 11:17:29   14-Jan-24,,-78.720003366E-3,-2.0000000,
,,,-78.640006483E-3,1.9200001,,,,,-78.640006483E-3,-1.6000000,
,,,-78.560002148E-3,2.0000002,,,,,-78.560002148E-3,-1.2000000,
,,,-78.480005264E-3,2.0800002,,,,,-78.480005264E-3,-1.000000,
,,,-78.400008380E-3,2.1600001,,,,,-78.400008380E-3,-400.00000596E-3,
,,,-78.320004046E-3,2.2400002,,,,,-78.320004046E-3,0.0,
,,,-78.240007162E-3,2.3200002,,,,,-78.240007162E-3,400.00000596E-3,
,,,-78.160002828E-3,2.4000001,,,,,-78.160002828E-3,800.000011921E-3,
,,,-78.080005944E-3,2.4800003,,,,,-78.080005944E-3,1.2000000,
,,,-78.000009060E-3,2.5600002,,,,,-78.000009060E-3,1.6000000,
,,,-77.920004725E-3,2.6400001,,,,,-77.920004725E-3,2.2000000,
,,,-77.840007842E-3,2.6400001,,,,,-77.840007842E-3,2.6000001,
,,,-77.760003507E-3,2.72000027,,,,,-77.760003507E-3,3.00000000,
,,,-77.680006623E-3,2.80000019,,,,,-77.680006623E-3,3.60000014,
,,,-77.600002289E-3,2.88000011,,,,,-77.600002289E-3,4.00000000,
,,,-77.520005405E-3,2.96000028,,,,,-77.520005405E-3,4.40000010,
,,,-77.440008521E-3,2.96000028,,,,,-77.440008521E-3,4.80000019,
,,,-77.360004187E-3,3.04000020,,,,,-77.360004187E-3,5.20000029,
,,,-77.280007303E-3,3.12000012,,,,,-77.280007303E-3,5.59999990,
,,,-77.200002968E-3,3.20000029,,,,,-77.200002968E-3,6.20000029,
,,,-77.120006084E-3,3.20000029,,,,,-77.120006084E-3,6.59999990,
,,,-77.040009201E-3,3.28000021,,,,,-77.040009201E-3,7.00000000,
,,,-76.960004866E-3,3.36000013,,,,,-76.960004866E-3,7.400000095,
,,,-76.880007982E-3,3.44000030,,,,,-76.880007982E-3,7.800000191,
,,,-76.800003648E-3,3.52000022,,,,,-76.800003648E-3,8.199999809,
,,,-76.720006764E-3,3.60000014,,,,,-76.720006764E-3,8.600000381,
,,,-76.640002429E-3,3.60000014,,,,,-76.640002429E-3,9.000000000,
,,,-76.560005546E-3,3.68000031,,,,,-76.560005546E-3,9.400000572,
,,,-76.480008662E-3,3.76000023,,,,,-76.480008662E-3,9.600000381,
,,,-76.400004327E-3,3.84000015,,,,,-76.400004327E-3,10.0000000,
,,,-76.320007443E-3,3.92000031,,,,,-76.320007443E-3,10.1999998,
,,,-76.240003109E-3,4.00000048,,,,,-76.240003109E-3,10.4000006,
,,,-76.160006225E-3,4.08000040,,,,,-76.160006225E-3,10.6000004,
,,,-76.080009341E-3,4.16000032,,,,,-76.080009341E-3,10.8000002,
,,,-76.000005007E-3,4.32000017,,,,,-76.000005007E-3,11.0000000,
,,,-75.920008123E-3,4.32000017,,,,,-75.920008123E-3,11.1999998,
,,,-75.840003788E-3,4.40000010,,,,,-75.840003788E-3,11.4000006,
,,,-75.760006905E-3,4.56000042,,,,,-75.760006905E-3,11.4000006,
,,,-75.680002570E-3,4.64000034,,,,,-75.680002570E-3,11.6000004,
,,,-75.600005686E-3,4.72000027,,,,,-75.600005686E-3,11.6000004,
,,,-75.520008802E-3,4.72000027,,,,,-75.520008802E-3,11.8000002,
,,,-75.440004468E-3,4.80000019,,,,,-75.440004468E-3,11.8000002,
,,,-75.360007584E-3,4.88000011,,,,,-75.360007584E-3,12.0000000,
,,,-75.280003250E-3,4.96000051,,,,,-75.280003250E-3,12.0000000,
,,,-75.200006366E-3,4.96000051,,,,,-75.200006366E-3,12.0000000,
,,,-75.120009482E-3,5.04000044,,,,,-75.120009482E-3,12.0000000,
,,,-75.040005147E-3,5.04000044,,,,,-75.040005147E-3,12.0000000,
,,,-74.960008264E-3,5.12000036,,,,,-74.960008264E-3,12.1999998,
,,,-74.880003929E-3,5.20000029,,,,,-74.880003929E-3,12.1999998,
,,,-74.800007045E-3,5.20000029,,,,,-74.800007045E-3,12.1999998,
,,,-74.720002711E-3,5.20000029,,,,,-74.720002711E-3,12.1999998,
,,,-74.640005827E-3,5.20000029,,,,,-74.640005827E-3,12.1999998,
,,,-74.560008943E-3,5.28000021,,,,,-74.560008943E-3,12.1999998,
,,,-74.480004609E-3,5.28000021,,,,,-74.480004609E-3,12.1999998,
,,,-74.400007725E-3,5.28000021,,,,,-74.400007725E-3,12.1999998,
,,,-74.320003390E-3,5.28000021,,,,,-74.320003390E-3,12.1999998,
,,,-74.240006506E-3,5.28000021,,,,,-74.240006506E-3,12.1999998,
,,,-74.160002172E-3,5.28000021,,,,,-74.160002172E-3,12.0000000,
,,,-74.080005288E-3,5.28000021,,,,,-74.080005288E-3,12.1999998,
,,,-74.000008404E-3,5.20000029,,,,,-74.000008404E-3,12.0000000,
,,,-73.920004070E-3,5.20000029,,,,,-73.920004070E-3,12.0000000,
,,,-73.840007186E-3,5.20000029,,,,,-73.840007186E-3,12.0000000,
,,,-73.760002851E-3,5.12000036,,,,,-73.760002851E-3,12.0000000,
,,,-73.680005968E-3,5.12000036,,,,,-73.680005968E-3,12.0000000,
,,,-73.600009084E-3,5.04000044,,,,,-73.600009084E-3,12.0000000,
,,,-73.520004749E-3,5.04000044,,,,,-73.520004749E-3,11.8000002,
,,,-73.440007865E-3,4.96000051,,,,,-73.440007865E-3,11.8000002,
,,,-73.360003531E-3,4.88000011,,,,,-73.360003531E-3,11.8000002,
,,,-73.280006647E-3,4.80000019,,,,,-73.280006647E-3,11.8000002,
,,,-73.200002313E-3,4.80000019,,,,,-73.200002313E-3,11.6000004,
,,,-73.120005429E-3,4.72000027,,,,,-73.120005429E-3,11.6000004,
,,,-73.040008545E-3,4.64000034,,,,,-73.040008545E-3,11.6000004,
,,,-72.960004210E-3,4.56000042,,,,,-72.960004210E-3,11.6000004,
,,,-72.880007327E-3,4.48000050,,,,,-72.880007327E-3,11.4000006,
,,,-72.800002992E-3,4.40000010,,,,,-72.800002992E-3,11.4000006,
,,,-72.720006108E-3,4.32000017,,,,,-72.720006108E-3,11.4000006,
,,,-72.640009224E-3,4.24000025,,,,,-72.640009224E-3,11.1999998,
,,,-72.560004890E-3,4.08000040,,,,,-72.560004890E-3,11.1999998,
,,,-72.480008006E-3,4.00000048,,,,,-72.480008006E-3,11.1999998,
,,,-72.400003672E-3,3.92000031,,,,,-72.400003672E-3,11.0000000,
,,,-72.320006788E-3,3.84000015,,,,,-72.320006788E-3,11.0000000,
,,,-72.240002453E-3,3.68000031,,,,,-72.240002453E-3,11.0000000,
,,,-72.160005569E-3,3.52000022,,,,,-72.160005569E-3,10.8000002,
,,,-72.080008686E-3,3.52000022,,,,,-72.080008686E-3,10.8000002,
,,,-72.000004351E-3,3.28000021,,,,,-72.000004351E-3,10.6000004,
,,,-71.920007467E-3,3.20000029,,,,,-71.920007467E-3,10.6000004,
,,,-71.840003133E-3,3.04000020,,,,,-71.840003133E-3,10.4000006,
,,,-71.760006249E-3,2.96000028,,,,,-71.760006249E-3,10.4000006,
,,,-71.680009365E-3,2.88000011,,,,,-71.680009365E-3,10.1999998,
,,,-71.600005031E-3,2.72000027,,,,,-71.600005031E-3,10.1999998,
,,,-71.520008147E-3,2.5600002,,,,,-71.520008147E-3,10.0000000,
,,,-71.440003812E-3,2.4800003,,,,,-71.440003812E-3,10.0000000,
,,,-71.360006928E-3,2.3200002,,,,,-71.360006928E-3,9.800000191,
,,,-71.280002594E-3,2.1600001,,,,,-71.280002594E-3,9.600000381,
,,,-71.200005710E-3,2.0800002,,,,,-71.200005710E-3,9.600000381,
,,,-71.120008826E-3,1.9200001,,,,,-71.120008826E-3,9.400000572,
,,,-71.040004492E-3,1.8400002,,,,,-71.040004492E-3,9.199999809,
,,,-70.960007608E-3,1.6800001,,,,,-70.960007608E-3,9.000000000,
,,,-70.880003273E-3,1.5200001,,,,,-70.880003273E-3,9.000000000,
,,,-70.800006390E-3,1.3600001,,,,,-70.800006390E-3,8.800000191,
,,,-70.720009506E-3,1.2800001,,,,,-70.720009506E-3,8.600000381,
,,,-70.640005171E-3,1.1200001,,,,,-70.640005171E-3,8.400000572,
,,,-70.560008287E-3,960.000038147E-3,,,,,-70.560008287E-3,8.199999809,
,,,-70.480003953E-3,880.000054836E-3,,,,,-70.480003953E-3,8.199999809,
,,,-70.400007069E-3,720.000028610E-3,,,,,-70.400007069E-3,8.000000000,
,,,-70.320002735E-3,560.000061989E-3,,,,,-70.320002735E-3,7.800000191,
,,,-70.240005851E-3,400.00003576E-3,,,,,-70.240005851E-3,7.599999905,
,,,-70.160008967E-3,320.00002265E-3,,,,,-70.160008967E-3,7.400000095,
,,,-70.080004632E-3,160.00001132E-3,,,,,-70.080004632E-3,7.00000000,
,,,-70.000007749E-3,80.000005662E-3,,,,,-70.000007749E-3,6.80000019,
,,,-69.920003414E-3,-80.000005662E-3,,,,,-69.920003414E-3,6.59999990,
,,,-69.840006530E-3,-160.00001132E-3,,,,,-69.840006530E-3,6.20000029,
,,,-69.760009646E-3,-320.00002265E-3,,,,,-69.760009646E-3,6.20000029,
,,,-69.680005312E-3,-400.00003576E-3,,,,,-69.680005312E-3,5.80000019,
,,,-69.600008428E-3,-480.000019073E-3,,,,,-69.600008428E-3,5.59999990,
,,,-69.520004094E-3,-640.000045300E-3,,,,,-69.520004094E-3,5.20000029,
,,,-69.440007210E-3,-800.000071526E-3,,,,,-69.440007210E-3,5.00000000,
,,,-69.360002875E-3,-880.000054836E-3,,,,,-69.360002875E-3,4.59999990,
,,,-69.280005991E-3,-960.000038147E-3,,,,,-69.280005991E-3,4.40000010,
,,,-69.200009108E-3,-1.1200001,,,,,-69.200009108E-3,4.00000000,
,,,-69.120004773E-3,-1.2800001,,,,,-69.120004773E-3,3.79999995,
,,,-69.040007889E-3,-1.2800001,,,,,-69.040007889E-3,3.60000014,
,,,-68.960003555E-3,-1.4400001,,,,,-68.960003555E-3,3.00000000,
,,,-68.880006671E-3,-1.5200001,,,,,-68.880006671E-3,2.79999995,
,,,-68.800002337E-3,-1.6800001,,,,,-68.800002337E-3,2.4000001,
,,,-68.720005453E-3,-1.7600001,,,,,-68.720005453E-3,2.0000000,
,,,-68.640008569E-3,-1.8400002,,,,,-68.640008569E-3,1.6000000,
,,,-68.560004234E-3,-1.8400002,,,,,-68.560004234E-3,1.4000000,
,,,-68.480007350E-3,-2.0000002,,,,,-68.480007350E-3,800.000011921E-3,
,,,-68.400003016E-3,-2.0800002,,,,,-68.400003016E-3,400.00000596E-3,
,,,-68.320006132E-3,-2.1600001,,,,,-68.320006132E-3,200.00000298E-3,
,,,-68.240009248E-3,-2.2400002,,,,,-68.240009248E-3,-400.00000596E-3,
,,,-68.160004914E-3,-2.2400002,,,,,-68.160004914E-3,-800.000011921E-3,
