"Light Intensity (% of scale max) Run #9","Relative Intensity Run #9","Voltage (V) Run #9"
0.02441,0.02441,-2.709
0.02466,0.02466,-2.709
0.02446,0.02446,-2.709
0.02466,0.02466,-2.707
0.02423,0.02423,-2.704
0.02467,0.02467,-2.704
0.02434,0.02434,-2.703
0.02441,0.02441,-2.703
0.02466,0.02466,-2.702
0.02446,0.02446,-2.699
0.02461,0.02461,-2.698
0.02451,0.02451,-2.699
0.02449,0.02449,-2.697
0.02457,0.02457,-2.695
0.02446,0.02446,-2.695
0.02444,0.02444,-2.695
0.02452,0.02452,-2.695
0.02449,0.02449,-2.695
0.02443,0.02443,-2.693
0.02449,0.02449,-2.692
0.02473,0.02473,-2.691
0.02448,0.02448,-2.692
0.02452,0.02452,-2.692
0.02448,0.02448,-2.692
0.02454,0.02454,-2.689
0.02472,0.02472,-2.688
0.02461,0.02461,-2.689
0.02460,0.02460,-2.685
0.02429,0.02429,-2.684
0.02420,0.02420,-2.683
0.02429,0.02429,-2.681
0.02454,0.02454,-2.678
0.02448,0.02448,-2.678
0.02449,0.02449,-2.678
0.02481,0.02481,-2.675
0.02490,0.02490,-2.674
0.02513,0.02513,-2.674
0.02554,0.02554,-2.674
0.02534,0.02534,-2.673
0.02541,0.02541,-2.672
0.02512,0.02512,-2.668
0.02547,0.02547,-2.668
0.02481,0.02481,-2.665
0.02480,0.02480,-2.664
0.02461,0.02461,-2.661
0.02472,0.02472,-2.661
0.02452,0.02452,-2.658
0.02454,0.02454,-2.658
0.02470,0.02470,-2.655
0.02435,0.02435,-2.654
0.02452,0.02452,-2.651
0.02440,0.02440,-2.649
0.02440,0.02440,-2.647
0.02451,0.02451,-2.644
0.02458,0.02458,-2.644
0.02460,0.02460,-2.639
0.02455,0.02455,-2.638
0.02460,0.02460,-2.638
0.02463,0.02463,-2.637
0.02478,0.02478,-2.633
0.02460,0.02460,-2.633
0.02443,0.02443,-2.633
0.02470,0.02470,-2.633
0.02464,0.02464,-2.630
0.02452,0.02452,-2.630
0.02464,0.02464,-2.630
0.02438,0.02438,-2.630
0.02467,0.02467,-2.626
0.02509,0.02509,-2.625
0.02480,0.02480,-2.624
0.02460,0.02460,-2.624
0.02507,0.02507,-2.623
0.02527,0.02527,-2.620
0.02533,0.02533,-2.620
0.02542,0.02542,-2.619
0.02521,0.02521,-2.619
0.02528,0.02528,-2.615
0.02496,0.02496,-2.615
0.02490,0.02490,-2.614
0.02490,0.02490,-2.613
0.02498,0.02498,-2.610
0.02467,0.02467,-2.610
0.02475,0.02475,-2.610
0.02463,0.02463,-2.607
0.02454,0.02454,-2.606
0.02480,0.02480,-2.606
0.02432,0.02432,-2.606
0.02458,0.02458,-2.602
0.02464,0.02464,-2.601
0.02461,0.02461,-2.602
0.02455,0.02455,-2.601
0.02448,0.02448,-2.601
0.02425,0.02425,-2.600
0.02464,0.02464,-2.597
0.02452,0.02452,-2.597
0.02455,0.02455,-2.596
0.02464,0.02464,-2.596
0.02449,0.02449,-2.595
0.02470,0.02470,-2.596
0.02454,0.02454,-2.595
0.02463,0.02463,-2.594
0.02466,0.02466,-2.593
0.02461,0.02461,-2.593
0.02457,0.02457,-2.593
0.02449,0.02449,-2.593
0.02455,0.02455,-2.590
0.02470,0.02470,-2.588
0.02455,0.02455,-2.589
0.02467,0.02467,-2.589
0.02444,0.02444,-2.588
0.02426,0.02426,-2.588
0.02451,0.02451,-2.588
0.02446,0.02446,-2.586
0.02452,0.02452,-2.584
0.02449,0.02449,-2.583
0.02451,0.02451,-2.583
0.02432,0.02432,-2.583
0.02466,0.02466,-2.583
0.02440,0.02440,-2.583
0.02452,0.02452,-2.580
0.02449,0.02449,-2.579
0.02417,0.02417,-2.579
0.02451,0.02451,-2.579
0.02449,0.02449,-2.579
0.02429,0.02429,-2.576
0.02448,0.02448,-2.575
0.02435,0.02435,-2.575
0.02437,0.02437,-2.576
0.02435,0.02435,-2.574
0.02451,0.02451,-2.571
0.02458,0.02458,-2.571
0.02444,0.02444,-2.571
0.02469,0.02469,-2.571
0.02435,0.02435,-2.571
0.02441,0.02441,-2.571
0.02443,0.02443,-2.570
0.02473,0.02473,-2.568
0.02466,0.02466,-2.568
0.02461,0.02461,-2.568
0.02446,0.02446,-2.567
0.02434,0.02434,-2.563
0.02454,0.02454,-2.563
0.02419,0.02419,-2.563
0.02466,0.02466,-2.557
0.02452,0.02452,-2.556
0.02470,0.02470,-2.558
0.02441,0.02441,-2.555
0.02454,0.02454,-2.553
0.02449,0.02449,-2.553
0.02443,0.02443,-2.552
0.02461,0.02461,-2.548
0.02464,0.02464,-2.548
0.02449,0.02449,-2.547
0.02431,0.02431,-2.548
0.02466,0.02466,-2.546
0.02464,0.02464,-2.544
0.02464,0.02464,-2.543
0.02448,0.02448,-2.544
0.02463,0.02463,-2.544
0.02469,0.02469,-2.543
0.02463,0.02463,-2.540
0.02446,0.02446,-2.539
0.02475,0.02475,-2.540
0.02460,0.02460,-2.540
0.02484,0.02484,-2.536
0.02429,0.02429,-2.536
0.02454,0.02454,-2.536
0.02446,0.02446,-2.535
0.02472,0.02472,-2.532
0.02444,0.02444,-2.531
0.02492,0.02492,-2.531
0.02454,0.02454,-2.531
0.02440,0.02440,-2.529
0.02470,0.02470,-2.526
0.02478,0.02478,-2.526
0.02501,0.02501,-2.526
0.02576,0.02576,-2.526
0.02614,0.02614,-2.525
0.02637,0.02637,-2.522
0.02669,0.02669,-2.522
0.02695,0.02695,-2.522
0.02661,0.02661,-2.519
0.02646,0.02646,-2.517
0.02626,0.02626,-2.518
0.02586,0.02586,-2.516
0.02556,0.02556,-2.513
0.02571,0.02571,-2.512
0.02556,0.02556,-2.512
0.02518,0.02518,-2.508
0.02512,0.02512,-2.508
0.02507,0.02507,-2.509
0.02499,0.02499,-2.507
0.02509,0.02509,-2.504
0.02484,0.02484,-2.504
0.02501,0.02501,-2.503
0.02480,0.02480,-2.504
0.02498,0.02498,-2.501
0.02498,0.02498,-2.500
0.02487,0.02487,-2.500
0.02492,0.02492,-2.500
0.02489,0.02489,-2.500
0.02470,0.02470,-2.500
0.02469,0.02469,-2.499
0.02475,0.02475,-2.498
0.02480,0.02480,-2.496
0.02487,0.02487,-2.496
0.02466,0.02466,-2.495
0.02470,0.02470,-2.495
0.02478,0.02478,-2.495
0.02464,0.02464,-2.494
0.02470,0.02470,-2.490
0.02492,0.02492,-2.490
0.02467,0.02467,-2.490
0.02480,0.02480,-2.489
0.02469,0.02469,-2.486
0.02483,0.02483,-2.487
0.02487,0.02487,-2.487
0.02489,0.02489,-2.487
0.02463,0.02463,-2.486
0.02466,0.02466,-2.483
0.02477,0.02477,-2.482
0.02467,0.02467,-2.482
0.02481,0.02481,-2.482
0.02492,0.02492,-2.480
0.02470,0.02470,-2.479
0.02487,0.02487,-2.478
0.02550,0.02550,-2.478
0.02573,0.02573,-2.478
0.02592,0.02592,-2.476
0.02567,0.02567,-2.474
0.02582,0.02582,-2.474
0.02573,0.02573,-2.474
0.02565,0.02565,-2.471
0.02522,0.02522,-2.470
0.02515,0.02515,-2.469
0.02489,0.02489,-2.465
0.02507,0.02507,-2.464
0.02472,0.02472,-2.465
0.02499,0.02499,-2.463
0.02490,0.02490,-2.460
0.02493,0.02493,-2.461
0.02473,0.02473,-2.460
0.02463,0.02463,-2.457
0.02481,0.02481,-2.455
0.02480,0.02480,-2.455
0.02472,0.02472,-2.455
0.02449,0.02449,-2.452
0.02460,0.02460,-2.451
0.02499,0.02499,-2.451
0.02440,0.02440,-2.451
0.02463,0.02463,-2.451
0.02472,0.02472,-2.450
0.02434,0.02434,-2.447
0.02467,0.02467,-2.446
0.02460,0.02460,-2.446
0.02504,0.02504,-2.446
0.02464,0.02464,-2.446
0.02455,0.02455,-2.446
0.02452,0.02452,-2.444
0.02455,0.02455,-2.443
0.02472,0.02472,-2.443
0.02472,0.02472,-2.442
0.02457,0.02457,-2.438
0.02473,0.02473,-2.438
0.02483,0.02483,-2.437
0.02480,0.02480,-2.434
0.02480,0.02480,-2.433
0.02481,0.02481,-2.433
0.02467,0.02467,-2.434
0.02477,0.02477,-2.433
0.02457,0.02457,-2.430
0.02480,0.02480,-2.429
0.02496,0.02496,-2.429
0.02492,0.02492,-2.428
0.02467,0.02467,-2.424
0.02504,0.02504,-2.424
0.02496,0.02496,-2.424
0.02513,0.02513,-2.424
0.02478,0.02478,-2.421
0.02490,0.02490,-2.420
0.02487,0.02487,-2.420
0.02498,0.02498,-2.419
0.02469,0.02469,-2.415
0.02470,0.02470,-2.415
0.02499,0.02499,-2.414
0.02464,0.02464,-2.410
0.02480,0.02480,-2.410
0.02472,0.02472,-2.409
0.02472,0.02472,-2.406
0.02455,0.02455,-2.407
0.02473,0.02473,-2.405
0.02487,0.02487,-2.402
0.02470,0.02470,-2.402
0.02452,0.02452,-2.401
0.02458,0.02458,-2.399
0.02454,0.02454,-2.398
0.02487,0.02487,-2.397
0.02492,0.02492,-2.396
0.02493,0.02493,-2.395
0.02469,0.02469,-2.393
0.02451,0.02451,-2.393
0.02472,0.02472,-2.392
0.02461,0.02461,-2.392
0.02475,0.02475,-2.391
0.02472,0.02472,-2.390
0.02464,0.02464,-2.390
0.02458,0.02458,-2.390
0.02470,0.02470,-2.389
0.02475,0.02475,-2.386
0.02487,0.02487,-2.386
0.02527,0.02527,-2.385
0.02525,0.02525,-2.384
0.02553,0.02553,-2.382
0.02580,0.02580,-2.381
0.02614,0.02614,-2.382
0.02634,0.02634,-2.382
0.02641,0.02641,-2.381
0.02652,0.02652,-2.379
0.02708,0.02708,-2.378
0.02763,0.02763,-2.378
0.02782,0.02782,-2.377
0.02794,0.02794,-2.377
0.02852,0.02852,-2.377
0.02856,0.02856,-2.378
0.02852,0.02852,-2.377
0.02824,0.02824,-2.376
0.02827,0.02827,-2.373
0.02750,0.02750,-2.373
0.02660,0.02660,-2.373
0.02647,0.02647,-2.372
0.02606,0.02606,-2.369
0.02588,0.02588,-2.368
0.02550,0.02550,-2.367
0.02530,0.02530,-2.364
0.02527,0.02527,-2.363
0.02522,0.02522,-2.363
0.02518,0.02518,-2.359
0.02524,0.02524,-2.359
0.02498,0.02498,-2.358
0.02504,0.02504,-2.356
0.02521,0.02521,-2.355
0.02507,0.02507,-2.354
0.02516,0.02516,-2.351
0.02490,0.02490,-2.351
0.02527,0.02527,-2.351
0.02480,0.02480,-2.349
0.02499,0.02499,-2.347
0.02509,0.02509,-2.346
0.02496,0.02496,-2.345
0.02502,0.02502,-2.346
0.02475,0.02475,-2.345
0.02505,0.02505,-2.345
0.02498,0.02498,-2.343
0.02507,0.02507,-2.341
0.02505,0.02505,-2.341
0.02492,0.02492,-2.341
0.02499,0.02499,-2.341
0.02492,0.02492,-2.339
0.02509,0.02509,-2.336
