"Voltage (V) Run #1","Light Intensity (% of scale max) Run #1","Relative Intensity Run #1"
3.189,0.0,0.05
3.189,0.0,0.05
3.188,0.0,0.05
3.186,0.0,0.05
3.186,0.0,0.05
3.185,0.0,0.05
3.182,0.0,0.05
3.183,0.0,0.05
3.183,0.0,0.05
3.183,0.0,0.05
3.181,0.0,0.05
3.179,0.0,0.05
3.179,0.0,0.05
3.179,0.0,0.05
3.178,0.0,0.05
3.176,0.0,0.05
3.177,0.0,0.05
3.177,0.0,0.05
3.177,0.0,0.05
3.176,0.0,0.05
3.176,0.0,0.05
3.176,0.0,0.05
3.176,0.0,0.05
3.177,0.0,0.05
3.177,0.0,0.05
3.177,0.0,0.05
3.176,0.0,0.05
3.176,0.0,0.05
3.176,0.0,0.05
3.177,0.0,0.05
3.178,0.0,0.05
3.176,0.0,0.05
3.175,0.0,0.05
3.175,0.0,0.05
3.175,0.0,0.05
3.175,0.0,0.05
3.174,0.0,0.05
3.174,0.0,0.05
3.175,0.0,0.05
3.175,0.0,0.05
3.176,0.0,0.05
3.175,0.0,0.05
3.175,0.0,0.05
3.172,0.0,0.05
3.171,0.0,0.05
3.171,0.0,0.05
3.171,0.0,0.05
3.171,0.0,0.05
3.171,0.0,0.05
3.171,0.0,0.05
3.171,0.0,0.05
3.171,0.0,0.05
3.170,0.0,0.05
3.169,0.0,0.05
3.168,0.0,0.05
3.169,0.0,0.05
3.168,0.0,0.05
3.168,0.0,0.05
3.169,0.0,0.05
3.168,0.0,0.05
3.168,0.0,0.05
3.167,0.0,0.05
3.164,0.0,0.05
3.164,0.0,0.05
3.164,0.0,0.05
3.165,0.0,0.05
3.164,0.0,0.05
3.162,0.0,0.05
3.161,0.0,0.05
3.161,0.0,0.05
3.161,0.0,0.05
3.162,0.0,0.05
3.162,0.0,0.05
3.163,0.0,0.05
3.161,0.0,0.05
3.160,0.0,0.05
3.159,0.0,0.05
3.159,0.0,0.05
3.159,0.0,0.05
3.158,0.0,0.05
3.159,0.0,0.05
3.159,0.0,0.05
3.158,0.0,0.05
3.158,0.0,0.05
3.159,0.0,0.05
3.156,0.0,0.05
3.154,0.0,0.05
3.155,0.0,0.05
3.155,0.0,0.05
3.153,0.0,0.05
3.153,0.0,0.05
3.152,0.0,0.05
3.151,0.0,0.05
3.152,0.0,0.05
3.152,0.1,0.05
3.151,0.0,0.05
3.151,0.0,0.05
3.151,0.1,0.05
3.150,0.0,0.05
3.151,0.0,0.05
3.150,0.0,0.05
3.147,0.0,0.05
3.147,0.0,0.05
3.147,0.1,0.05
3.142,0.0,0.05
3.143,0.1,0.05
3.143,0.1,0.05
3.143,0.0,0.05
3.141,0.1,0.05
3.140,0.1,0.05
3.140,0.0,0.05
3.141,0.1,0.05
3.140,0.0,0.05
3.138,0.0,0.05
3.136,0.0,0.05
3.137,0.1,0.05
3.136,0.0,0.05
3.136,0.0,0.05
3.136,0.1,0.05
3.136,0.0,0.05
3.136,0.1,0.05
3.135,0.1,0.05
3.135,0.0,0.05
3.135,0.0,0.05
3.133,0.0,0.05
3.133,0.0,0.05
3.133,0.0,0.05
3.133,0.0,0.05
3.133,0.0,0.05
3.131,0.0,0.05
3.128,0.0,0.05
3.128,0.0,0.05
3.128,0.0,0.05
3.129,0.0,0.05
3.129,0.0,0.05
3.129,0.0,0.05
3.126,0.0,0.05
3.124,0.0,0.05
3.125,0.0,0.05
3.125,0.0,0.05
3.122,0.0,0.05
3.122,0.0,0.05
3.122,0.0,0.05
3.121,0.0,0.05
3.118,0.0,0.05
3.118,0.0,0.05
3.118,0.1,0.05
3.118,0.0,0.05
3.116,0.0,0.05
3.115,0.0,0.05
3.115,0.0,0.05
3.114,0.1,0.05
3.114,0.0,0.05
3.114,0.0,0.05
3.111,0.1,0.05
3.111,0.1,0.05
3.110,0.0,0.05
3.111,0.0,0.05
3.111,0.0,0.05
3.108,0.1,0.05
3.108,0.0,0.05
3.107,0.1,0.05
3.107,0.0,0.05
3.104,0.1,0.05
3.103,0.1,0.05
3.103,0.0,0.05
3.099,0.1,0.05
3.098,0.1,0.05
3.099,0.0,0.05
3.098,0.1,0.05
3.096,0.1,0.05
3.096,0.0,0.05
3.096,0.1,0.05
3.091,0.0,0.05
3.091,0.0,0.05
3.090,0.1,0.05
3.091,0.1,0.05
3.091,0.0,0.05
3.091,0.1,0.05
3.088,0.1,0.05
3.086,0.0,0.05
3.086,0.1,0.05
3.086,0.1,0.05
3.084,0.0,0.05
3.082,0.1,0.05
3.082,0.0,0.05
3.082,0.0,0.05
3.083,0.1,0.05
3.084,0.0,0.05
3.083,0.1,0.05
3.083,0.1,0.05
3.083,0.0,0.05
3.084,0.0,0.05
3.084,0.0,0.05
3.081,0.0,0.05
3.080,0.0,0.05
3.080,0.0,0.05
3.080,0.0,0.05
3.079,0.0,0.05
3.077,0.0,0.05
3.075,0.0,0.05
3.075,0.0,0.05
3.074,0.0,0.05
3.075,0.0,0.05
3.074,0.1,0.05
3.074,0.0,0.05
3.074,0.0,0.05
3.074,0.0,0.05
3.074,0.0,0.05
3.074,0.0,0.05
3.074,0.0,0.05
3.072,0.0,0.05
3.070,0.0,0.05
3.070,0.0,0.05
3.070,0.0,0.05
3.071,0.0,0.05
3.070,0.0,0.05
3.067,0.0,0.05
3.066,0.0,0.05
3.066,0.0,0.05
3.065,0.0,0.05
3.062,0.0,0.05
3.062,0.0,0.05
3.061,0.0,0.05
3.062,0.0,0.05
3.062,0.0,0.05
3.062,0.0,0.05
3.059,0.0,0.05
3.058,0.0,0.05
3.057,0.0,0.05
3.056,0.0,0.05
3.053,0.0,0.05
3.053,0.0,0.05
3.053,0.0,0.05
3.051,0.0,0.05
3.051,0.0,0.05
3.050,0.0,0.05
3.047,0.0,0.05
3.047,0.0,0.05
3.046,0.0,0.05
3.047,0.0,0.05
3.045,0.0,0.05
3.044,0.0,0.05
3.044,0.0,0.05
3.044,0.0,0.05
3.044,0.0,0.05
3.044,0.0,0.05
3.044,0.0,0.05
3.044,0.0,0.05
3.044,0.0,0.05
3.044,0.0,0.05
3.044,0.0,0.05
3.044,0.0,0.05
3.044,0.0,0.05
3.043,0.0,0.05
3.040,0.0,0.05
3.040,0.0,0.05
3.040,0.0,0.05
3.040,0.0,0.05
3.039,0.0,0.05
3.038,0.0,0.05
3.036,0.0,0.05
3.035,0.0,0.05
3.034,0.0,0.05
3.034,0.0,0.05
3.035,0.0,0.05
3.035,0.0,0.05
3.035,0.0,0.05
3.035,0.0,0.05
3.035,0.0,0.05
3.034,0.0,0.05
3.032,0.0,0.05
3.030,0.0,0.05
3.031,0.0,0.05
3.032,0.0,0.05
3.033,0.0,0.05
3.032,0.0,0.05
3.030,0.0,0.05
3.030,0.0,0.05
3.031,0.0,0.05
3.030,0.0,0.05
3.030,0.0,0.05
3.029,0.0,0.05
3.027,0.0,0.05
3.026,0.0,0.05
3.026,0.0,0.05
3.026,0.0,0.05
3.023,0.0,0.05
3.023,0.0,0.05
3.023,0.0,0.05
3.021,0.0,0.05
3.019,0.0,0.05
3.019,0.0,0.05
3.018,0.0,0.05
3.018,0.0,0.05
3.015,0.0,0.05
3.015,0.0,0.05
3.015,0.0,0.05
3.012,0.0,0.05
3.011,0.0,0.05
3.011,0.0,0.05
3.011,0.0,0.05
3.009,0.0,0.05
3.007,0.0,0.05
3.007,0.0,0.05
3.005,0.0,0.05
3.004,0.0,0.05
3.004,0.0,0.05
3.001,0.0,0.05
3.000,0.0,0.05
3.001,0.0,0.05
3.001,0.0,0.05
3.001,0.0,0.05
3.001,0.0,0.05
3.000,0.0,0.05
2.997,0.0,0.05
2.997,0.0,0.05
2.996,0.0,0.05
2.996,0.0,0.05
2.996,0.0,0.05
2.997,0.0,0.05
2.996,0.0,0.05
2.996,0.0,0.05
2.995,0.0,0.05
2.993,0.0,0.05
2.993,0.0,0.05
2.993,0.0,0.05
2.993,0.0,0.05
2.989,0.0,0.05
2.988,0.0,0.05
2.988,0.0,0.05
2.988,0.0,0.05
2.985,0.0,0.05
2.987,0.0,0.05
2.987,0.0,0.05
2.987,0.0,0.05
2.987,0.0,0.05
2.987,0.0,0.05
2.986,0.0,0.05
2.984,0.0,0.05
2.983,0.0,0.05
2.983,0.0,0.05
2.983,0.0,0.05
2.981,0.0,0.05
2.979,0.0,0.05
2.979,0.0,0.05
2.976,0.0,0.05
2.975,0.0,0.05
2.975,0.0,0.05
2.976,0.0,0.05
2.975,0.0,0.05
2.974,0.0,0.05
2.972,0.0,0.05
2.971,0.0,0.05
2.969,0.0,0.05
2.967,0.0,0.05
2.968,0.0,0.05
2.967,0.0,0.05
2.964,0.0,0.05
2.964,0.0,0.05
2.963,0.0,0.05
2.960,0.0,0.05
2.961,0.0,0.05
2.959,0.0,0.05
2.956,0.0,0.05
2.955,0.0,0.05
2.955,0.0,0.05
2.955,0.0,0.05
2.955,0.0,0.05
2.955,0.0,0.05
2.953,0.0,0.05
2.951,0.0,0.05
2.951,0.0,0.05
2.950,0.0,0.05
2.948,0.0,0.05
2.947,0.0,0.05
2.948,0.0,0.05
2.948,0.0,0.05
2.947,0.0,0.05
2.944,0.0,0.05
2.944,0.0,0.05
2.944,0.0,0.05
2.943,0.0,0.05
2.943,0.0,0.05
2.942,0.0,0.05
2.941,0.0,0.05
2.940,0.0,0.05
2.940,0.0,0.05
2.940,0.0,0.05
2.940,0.0,0.05
2.940,0.0,0.05
2.939,0.0,0.05
2.939,0.0,0.05
2.939,0.0,0.05
2.940,0.0,0.05
2.940,0.0,0.05
2.937,0.0,0.05
2.936,0.0,0.05
2.936,0.0,0.05
2.936,0.0,0.05
2.933,0.0,0.05
2.933,0.0,0.05
2.933,0.0,0.05
2.934,0.0,0.05
2.934,0.0,0.05
2.934,0.0,0.05
2.933,0.0,0.05
2.933,0.0,0.05
2.933,0.0,0.05
2.933,0.0,0.05
2.933,0.0,0.05
2.930,0.0,0.05
2.931,0.0,0.05
2.931,0.0,0.05
2.930,0.0,0.05
2.931,0.0,0.05
2.928,0.0,0.05
2.926,0.0,0.05
2.927,0.0,0.05
2.925,0.0,0.05
2.924,0.0,0.05
2.922,0.0,0.05
2.920,0.0,0.05
2.921,0.0,0.05
2.920,0.0,0.05
2.920,0.0,0.05
2.920,0.0,0.05
2.918,0.0,0.05
2.915,0.0,0.05
2.913,0.1,0.05
2.911,0.0,0.05
2.911,0.1,0.05
2.910,0.1,0.05
2.907,0.1,0.05
2.907,0.1,0.05
2.905,0.1,0.05
2.906,0.1,0.05
2.903,0.1,0.05
2.901,0.1,0.05
2.898,0.1,0.05
2.899,0.1,0.05
2.899,0.1,0.05
2.899,0.1,0.05
2.899,0.1,0.05
2.897,0.1,0.05
2.894,0.1,0.05
2.891,0.1,0.05
2.891,0.1,0.05
2.891,0.1,0.05
2.890,0.1,0.05
2.890,0.1,0.05
2.890,0.1,0.05
2.889,0.1,0.05
2.886,0.1,0.05
2.882,0.1,0.05
2.881,0.1,0.05
2.881,0.1,0.05
2.882,0.1,0.05
2.881,0.1,0.05
2.881,0.1,0.05
2.880,0.1,0.05
2.878,0.1,0.05
2.873,0.1,0.05
2.871,0.1,0.05
2.872,0.1,0.05
2.872,0.1,0.05
2.872,0.1,0.05
2.872,0.1,0.05
2.870,0.1,0.05
2.866,0.1,0.05
2.862,0.1,0.05
2.863,0.1,0.05
2.862,0.1,0.05
2.862,0.1,0.05
2.863,0.1,0.05
2.863,0.1,0.05
2.862,0.1,0.05
2.859,0.1,0.05
2.855,0.1,0.05
2.855,0.1,0.05
2.856,0.1,0.05
2.855,0.1,0.06
2.855,0.1,0.05
2.855,0.1,0.06
2.853,0.1,0.06
2.849,0.1,0.06
2.844,0.1,0.06
2.844,0.1,0.06
2.844,0.1,0.06
2.845,0.1,0.06
2.845,0.1,0.06
2.843,0.1,0.06
2.835,0.1,0.06
2.833,0.1,0.06
2.833,0.1,0.06
2.833,0.1,0.06
2.833,0.1,0.06
2.833,0.1,0.06
2.832,0.1,0.06
2.827,0.1,0.06
2.826,0.1,0.06
2.827,0.1,0.06
2.826,0.1,0.06
2.827,0.1,0.06
2.828,0.1,0.06
2.827,0.1,0.06
2.821,0.1,0.06
2.816,0.1,0.06
2.816,0.1,0.06
2.816,0.1,0.06
2.815,0.1,0.06
2.816,0.1,0.06
2.816,0.1,0.06
2.815,0.1,0.06
2.808,0.1,0.06
2.805,0.1,0.06
2.806,0.1,0.06
2.805,0.1,0.06
2.804,0.1,0.06
2.806,0.1,0.06
2.805,0.1,0.06
2.800,0.1,0.06
2.798,0.1,0.06
2.799,0.1,0.06
2.798,0.1,0.06
2.798,0.1,0.06
2.798,0.1,0.06
2.797,0.1,0.06
2.791,0.1,0.06
2.790,0.1,0.06
2.791,0.1,0.06
2.791,0.1,0.06
2.791,0.1,0.06
2.791,0.1,0.06
2.790,0.1,0.06
2.786,0.1,0.06
2.783,0.1,0.06
2.784,0.1,0.06
2.784,0.1,0.06
2.784,0.1,0.06
2.784,0.1,0.05
2.781,0.1,0.06
2.776,0.1,0.06
2.772,0.1,0.06
2.772,0.1,0.05
2.772,0.1,0.05
2.772,0.1,0.05
2.771,0.1,0.05
2.771,0.1,0.05
2.766,0.1,0.05
2.763,0.1,0.05
2.763,0.1,0.05
2.763,0.1,0.05
2.764,0.1,0.05
2.763,0.1,0.05
2.758,0.1,0.05
2.754,0.1,0.05
2.754,0.1,0.05
2.755,0.1,0.05
2.755,0.1,0.05
2.756,0.1,0.05
2.752,0.1,0.05
2.746,0.1,0.05
2.745,0.1,0.05
2.745,0.1,0.05
2.745,0.1,0.05
2.745,0.1,0.05
2.745,0.1,0.05
2.742,0.1,0.05
2.738,0.1,0.05
2.738,0.1,0.05
2.737,0.1,0.05
2.738,0.1,0.05
2.738,0.1,0.05
2.736,0.1,0.05
2.731,0.1,0.05
2.730,0.1,0.05
2.730,0.1,0.05
2.731,0.1,0.05
2.730,0.1,0.05
2.730,0.1,0.05
2.725,0.1,0.05
2.721,0.1,0.05
2.720,0.1,0.05
2.721,0.1,0.05
2.721,0.1,0.05
2.720,0.1,0.05
2.718,0.1,0.05
2.713,0.1,0.05
2.713,0.1,0.05
2.713,0.1,0.05
2.712,0.1,0.05
2.712,0.1,0.05
2.712,0.1,0.05
2.710,0.1,0.05
2.705,0.1,0.05
2.705,0.1,0.05
2.705,0.1,0.05
2.705,0.1,0.05
2.705,0.1,0.05
2.704,0.1,0.05
2.700,0.1,0.05
2.696,0.1,0.05
2.695,0.0,0.05
2.695,0.0,0.05
2.696,0.0,0.05
2.695,0.1,0.05
2.694,0.0,0.05
2.691,0.1,0.05
2.687,0.1,0.05
2.686,0.0,0.05
2.685,0.1,0.05
2.686,0.1,0.05
2.686,0.1,0.05
2.686,0.1,0.05
2.684,0.1,0.05
2.679,0.1,0.05
2.678,0.1,0.05
2.679,0.1,0.05
2.679,0.1,0.05
2.679,0.1,0.05
2.680,0.1,0.05
2.674,0.1,0.05
2.673,0.1,0.05
2.673,0.1,0.05
2.673,0.1,0.05
2.672,0.1,0.05
2.672,0.1,0.05
2.667,0.1,0.05
2.662,0.1,0.05
2.661,0.1,0.05
2.662,0.1,0.05
2.662,0.1,0.05
2.662,0.1,0.05
2.661,0.1,0.05
2.658,0.1,0.05
2.655,0.1,0.05
2.654,0.1,0.05
2.654,0.1,0.05
2.653,0.1,0.05
2.653,0.1,0.05
2.652,0.1,0.06
2.647,0.1,0.05
2.642,0.1,0.05
2.642,0.1,0.06
2.642,0.1,0.06
2.641,0.1,0.06
2.642,0.1,0.06
2.641,0.1,0.06
2.635,0.1,0.06
2.632,0.1,0.06
2.632,0.1,0.06
2.632,0.1,0.06
2.632,0.1,0.06
2.632,0.1,0.06
2.630,0.1,0.06
2.626,0.1,0.06
2.625,0.1,0.06
2.625,0.1,0.06
2.626,0.1,0.06
2.625,0.1,0.06
2.624,0.1,0.06
2.618,0.1,0.06
2.615,0.1,0.06
2.615,0.1,0.06
2.615,0.1,0.06
2.615,0.1,0.06
2.615,0.1,0.06
2.612,0.1,0.06
2.608,0.1,0.06
2.607,0.1,0.06
2.607,0.1,0.06
2.607,0.1,0.06
2.607,0.1,0.06
2.607,0.1,0.06
2.602,0.1,0.06
2.599,0.1,0.06
2.599,0.1,0.06
2.599,0.1,0.06
2.599,0.1,0.06
2.599,0.1,0.06
2.597,0.1,0.06
2.592,0.1,0.06
2.590,0.1,0.06
2.589,0.1,0.06
2.590,0.1,0.06
2.591,0.1,0.06
2.589,0.1,0.06
2.586,0.1,0.06
2.581,0.1,0.06
2.580,0.1,0.06
2.580,0.1,0.06
2.580,0.1,0.06
2.580,0.1,0.06
2.577,0.1,0.06
2.573,0.1,0.06
2.573,0.1,0.06
2.572,0.1,0.06
2.572,0.1,0.06
2.572,0.1,0.06
2.570,0.1,0.06
2.565,0.1,0.06
2.563,0.1,0.06
2.563,0.1,0.06
2.563,0.1,0.06
2.563,0.1,0.06
2.564,0.1,0.06
2.560,0.1,0.06
2.555,0.1,0.06
2.555,0.1,0.06
2.554,0.1,0.06
2.554,0.1,0.06
2.554,0.1,0.06
2.555,0.1,0.06
2.551,0.1,0.06
2.547,0.1,0.06
2.548,0.1,0.06
2.548,0.1,0.06
2.547,0.1,0.06
2.548,0.1,0.06
2.545,0.1,0.06
2.540,0.1,0.06
2.539,0.1,0.06
2.539,0.1,0.06
2.539,0.1,0.06
2.539,0.1,0.06
2.539,0.1,0.06
2.534,0.1,0.06
2.532,0.1,0.06
2.531,0.1,0.06
2.532,0.1,0.06
2.531,0.1,0.06
2.531,0.1,0.06
2.530,0.1,0.06
2.522,0.1,0.06
2.520,0.1,0.06
2.520,0.1,0.06
2.520,0.1,0.06
2.520,0.1,0.06
2.521,0.1,0.06
2.520,0.1,0.06
2.514,0.1,0.06
2.511,0.1,0.06
2.511,0.1,0.06
2.511,0.1,0.06
2.510,0.1,0.06
2.511,0.1,0.06
2.508,0.1,0.06
2.503,0.1,0.06
2.502,0.1,0.06
2.502,0.1,0.06
2.502,0.1,0.06
2.502,0.1,0.06
2.501,0.1,0.06
2.498,0.1,0.06
2.493,0.1,0.06
2.492,0.1,0.06
2.492,0.1,0.06
2.492,0.1,0.06
2.492,0.1,0.06
2.490,0.1,0.06
2.485,0.1,0.06
2.484,0.1,0.06
2.484,0.1,0.06
2.484,0.1,0.06
2.483,0.1,0.06
2.483,0.1,0.06
2.481,0.1,0.06
2.476,0.1,0.06
2.476,0.1,0.06
2.476,0.1,0.06
2.476,0.1,0.06
2.476,0.1,0.06
2.474,0.1,0.06
2.468,0.1,0.06
2.466,0.1,0.06
2.466,0.1,0.06
2.465,0.1,0.06
2.465,0.1,0.06
2.465,0.1,0.06
2.463,0.1,0.06
2.458,0.1,0.06
2.457,0.1,0.06
2.457,0.1,0.06
2.458,0.1,0.06
2.457,0.1,0.06
2.458,0.1,0.06
2.454,0.1,0.06
2.451,0.1,0.06
2.450,0.1,0.06
2.450,0.1,0.06
2.451,0.1,0.06
2.451,0.1,0.06
2.447,0.1,0.06
2.444,0.1,0.06
2.444,0.1,0.06
2.444,0.1,0.06
2.443,0.1,0.06
2.444,0.1,0.06
2.441,0.1,0.06
2.435,0.1,0.06
2.432,0.1,0.06
2.433,0.1,0.06
2.432,0.1,0.06
2.432,0.1,0.06
2.432,0.1,0.06
2.427,0.1,0.06
2.427,0.1,0.06
2.425,0.1,0.06
2.426,0.1,0.06
2.426,0.1,0.06
2.425,0.1,0.06
2.421,0.1,0.06
2.418,0.1,0.06
2.418,0.1,0.06
2.418,0.1,0.06
2.419,0.1,0.06
2.417,0.1,0.06
2.413,0.1,0.06
2.408,0.1,0.06
2.408,0.1,0.06
2.407,0.1,0.06
2.407,0.1,0.06
2.407,0.1,0.06
2.406,0.1,0.06
2.400,0.1,0.06
2.397,0.1,0.06
2.397,0.1,0.07
2.397,0.1,0.07
2.396,0.1,0.07
2.396,0.1,0.06
2.395,0.1,0.06
2.390,0.1,0.07
2.389,0.1,0.07
2.389,0.1,0.07
2.389,0.1,0.07
2.389,0.1,0.07
2.388,0.1,0.07
2.389,0.1,0.07
2.386,0.1,0.07
2.385,0.1,0.07
2.385,0.1,0.07
2.385,0.1,0.07
2.385,0.1,0.07
2.385,0.1,0.07
2.382,0.1,0.07
2.381,0.1,0.07
2.381,0.1,0.07
2.382,0.1,0.07
2.381,0.1,0.07
2.382,0.1,0.07
2.380,0.1,0.07
2.378,0.1,0.07
2.378,0.1,0.07
2.379,0.1,0.07
2.378,0.1,0.07
2.378,0.1,0.07
2.376,0.1,0.07
2.370,0.1,0.07
2.370,0.1,0.07
2.370,0.1,0.07
2.370,0.1,0.07
2.371,0.1,0.07
2.371,0.1,0.07
2.369,0.1,0.07
2.364,0.1,0.07
2.364,0.1,0.07
2.364,0.1,0.07
2.364,0.1,0.07
2.365,0.1,0.07
2.364,0.1,0.07
2.359,0.1,0.07
2.357,0.1,0.07
2.356,0.1,0.07
2.356,0.1,0.07
2.356,0.1,0.07
2.357,0.1,0.07
2.354,0.1,0.07
2.349,0.1,0.07
2.348,0.1,0.07
2.348,0.1,0.07
2.348,0.1,0.07
2.348,0.1,0.07
2.347,0.1,0.07
2.342,0.1,0.07
2.342,0.1,0.07
2.341,0.1,0.07
2.341,0.1,0.07
2.342,0.1,0.07
2.341,0.1,0.07
2.337,0.1,0.07
2.334,0.1,0.07
2.335,0.1,0.07
2.334,0.1,0.07
2.334,0.1,0.07
2.334,0.1,0.07
2.331,0.1,0.07
2.327,0.1,0.07
2.327,0.1,0.07
2.327,0.1,0.07
2.328,0.1,0.08
2.327,0.1,0.07
2.326,0.1,0.08
2.322,0.1,0.08
2.321,0.1,0.08
2.320,0.1,0.08
2.320,0.1,0.08
2.320,0.1,0.08
2.320,0.1,0.08
2.317,0.1,0.08
2.312,0.1,0.08
2.313,0.1,0.08
2.313,0.1,0.08
2.312,0.1,0.08
2.312,0.1,0.08
2.312,0.1,0.08
2.310,0.1,0.08
2.305,0.1,0.08
2.305,0.1,0.08
2.305,0.1,0.08
2.304,0.1,0.08
2.304,0.1,0.08
2.304,0.1,0.08
2.300,0.1,0.08
2.298,0.1,0.08
2.298,0.1,0.08
2.298,0.1,0.08
2.298,0.1,0.08
2.298,0.1,0.08
2.296,0.1,0.08
2.293,0.1,0.08
2.293,0.1,0.08
2.293,0.1,0.07
2.293,0.1,0.08
2.293,0.1,0.08
2.293,0.1,0.08
2.290,0.1,0.08
2.286,0.1,0.08
2.286,0.1,0.08
2.286,0.1,0.07
2.286,0.1,0.07
2.285,0.1,0.07
2.284,0.1,0.08
2.281,0.1,0.08
2.279,0.1,0.08
2.279,0.1,0.08
2.279,0.1,0.07
2.279,0.1,0.07
2.279,0.1,0.07
2.278,0.1,0.07
2.274,0.1,0.07
2.270,0.1,0.07
2.269,0.1,0.07
2.269,0.1,0.07
2.269,0.1,0.07
2.269,0.1,0.07
2.268,0.1,0.07
2.265,0.1,0.07
2.264,0.1,0.07
2.264,0.1,0.07
2.265,0.1,0.07
2.265,0.1,0.07
2.264,0.1,0.07
2.260,0.1,0.07
2.257,0.1,0.07
2.257,0.1,0.07
2.258,0.1,0.07
2.258,0.1,0.07
2.257,0.1,0.07
2.254,0.1,0.07
2.249,0.1,0.07
2.246,0.1,0.07
2.247,0.1,0.07
2.247,0.1,0.07
2.247,0.1,0.07
2.247,0.1,0.07
2.247,0.1,0.07
2.242,0.1,0.07
2.240,0.1,0.07
2.240,0.1,0.07
2.241,0.1,0.07
2.241,0.1,0.07
2.241,0.1,0.07
2.239,0.1,0.06
2.236,0.1,0.06
2.236,0.1,0.06
2.235,0.1,0.06
2.235,0.1,0.06
2.235,0.1,0.06
2.233,0.1,0.06
2.230,0.1,0.06
2.229,0.1,0.06
2.229,0.1,0.06
2.229,0.1,0.06
2.229,0.1,0.06
2.229,0.1,0.06
2.227,0.1,0.06
2.222,0.1,0.06
2.222,0.1,0.06
2.221,0.1,0.06
2.221,0.1,0.06
2.221,0.1,0.06
2.220,0.1,0.06
2.219,0.1,0.06
2.218,0.1,0.06
2.217,0.1,0.06
2.217,0.1,0.06
2.217,0.1,0.06
2.217,0.1,0.06
2.218,0.1,0.06
2.215,0.1,0.06
2.214,0.1,0.06
2.214,0.1,0.06
2.214,0.1,0.06
2.214,0.1,0.06
2.213,0.1,0.06
2.214,0.1,0.06
2.214,0.1,0.06
2.213,0.1,0.06
2.213,0.1,0.06
2.214,0.1,0.06
2.214,0.1,0.06
2.214,0.1,0.06
2.210,0.1,0.06
2.210,0.1,0.06
2.210,0.1,0.06
2.209,0.1,0.06
2.207,0.1,0.06
2.208,0.1,0.06
2.207,0.1,0.06
2.207,0.1,0.06
2.207,0.1,0.06
2.207,0.1,0.06
2.207,0.1,0.06
2.205,0.1,0.06
2.201,0.1,0.06
2.201,0.1,0.06
2.200,0.1,0.06
2.201,0.1,0.06
2.201,0.1,0.06
2.201,0.1,0.06
2.200,0.1,0.06
2.199,0.1,0.06
2.199,0.1,0.06
2.199,0.1,0.06
2.198,0.1,0.06
2.199,0.1,0.06
2.198,0.1,0.06
2.195,0.1,0.06
2.194,0.1,0.06
2.193,0.1,0.06
2.193,0.1,0.06
2.193,0.1,0.06
2.193,0.1,0.06
2.192,0.1,0.06
2.189,0.1,0.06
2.188,0.1,0.06
2.189,0.1,0.06
2.189,0.1,0.06
2.189,0.1,0.06
2.189,0.1,0.06
2.188,0.1,0.06
2.184,0.1,0.07
2.185,0.1,0.07
2.185,0.1,0.07
2.184,0.1,0.07
2.184,0.1,0.07
2.184,0.1,0.07
2.180,0.1,0.07
2.180,0.1,0.07
2.180,0.1,0.07
2.180,0.1,0.07
2.180,0.1,0.07
2.179,0.1,0.07
2.175,0.1,0.07
2.172,0.1,0.07
2.172,0.1,0.07
2.172,0.1,0.07
2.172,0.1,0.07
2.173,0.1,0.07
2.172,0.1,0.07
2.169,0.1,0.07
2.169,0.1,0.07
2.170,0.1,0.07
2.169,0.1,0.07
2.168,0.1,0.07
2.166,0.1,0.07
2.162,0.1,0.07
2.161,0.1,0.08
2.161,0.1,0.08
2.161,0.1,0.08
2.161,0.1,0.08
2.160,0.1,0.08
2.157,0.1,0.08
2.156,0.1,0.08
2.157,0.1,0.08
2.156,0.1,0.08
2.156,0.1,0.08
2.156,0.1,0.08
2.154,0.1,0.08
2.148,0.1,0.08
2.149,0.1,0.08
2.148,0.1,0.08
2.148,0.1,0.08
2.148,0.1,0.08
2.147,0.1,0.08
2.141,0.1,0.09
2.140,0.1,0.09
2.140,0.1,0.09
2.141,0.1,0.09
2.140,0.1,0.09
2.139,0.1,0.09
2.133,0.1,0.09
2.134,0.1,0.09
2.134,0.1,0.09
2.135,0.1,0.09
2.135,0.1,0.10
2.135,0.1,0.10
2.132,0.1,0.10
2.128,0.1,0.10
2.127,0.1,0.10
2.127,0.1,0.10
2.127,0.1,0.10
2.127,0.1,0.10
2.125,0.1,0.10
2.119,0.1,0.11
2.119,0.1,0.11
2.119,0.1,0.11
2.119,0.1,0.11
2.119,0.1,0.11
2.119,0.1,0.11
2.112,0.1,0.11
2.108,0.1,0.11
2.109,0.1,0.11
2.109,0.1,0.11
2.108,0.1,0.12
2.109,0.1,0.12
2.105,0.1,0.12
2.100,0.1,0.12
2.100,0.1,0.12
2.100,0.1,0.12
2.100,0.1,0.12
2.098,0.1,0.12
2.094,0.1,0.12
2.090,0.1,0.12
2.089,0.1,0.12
2.090,0.1,0.12
2.090,0.1,0.12
2.089,0.1,0.12
2.086,0.1,0.12
2.085,0.1,0.12
2.085,0.1,0.13
2.085,0.1,0.13
2.085,0.1,0.13
2.083,0.1,0.13
2.079,0.1,0.13
2.075,0.1,0.13
2.074,0.1,0.13
2.074,0.1,0.13
2.074,0.1,0.13
2.074,0.1,0.13
2.070,0.1,0.13
2.067,0.1,0.13
