"Voltage (V) Run #1","Light Intensity (% of scale max) Run #1","Relative Intensity Run #1"
-0.852,0.1,0.11
-0.852,0.1,0.11
-0.852,0.1,0.11
-0.852,0.1,0.11
-0.852,0.1,0.12
-0.852,0.1,0.11
-0.851,0.1,0.12
-0.848,0.1,0.11
-0.848,0.1,0.12
-0.848,0.1,0.12
-0.848,0.1,0.12
-0.848,0.1,0.12
-0.848,0.1,0.12
-0.848,0.1,0.12
-0.848,0.1,0.12
-0.847,0.1,0.11
-0.845,0.1,0.12
-0.845,0.1,0.11
-0.845,0.1,0.12
-0.844,0.1,0.12
-0.845,0.1,0.12
-0.845,0.1,0.12
-0.845,0.1,0.12
-0.844,0.1,0.12
-0.842,0.1,0.12
-0.841,0.1,0.12
-0.841,0.1,0.12
-0.841,0.1,0.12
-0.841,0.1,0.12
-0.842,0.1,0.12
-0.842,0.1,0.12
-0.842,0.1,0.12
-0.839,0.1,0.12
-0.838,0.1,0.12
-0.837,0.1,0.12
-0.837,0.1,0.12
-0.837,0.1,0.12
-0.837,0.1,0.12
-0.837,0.1,0.12
-0.836,0.1,0.12
-0.834,0.1,0.12
-0.834,0.1,0.12
-0.834,0.1,0.12
-0.834,0.1,0.12
-0.834,0.1,0.12
-0.834,0.1,0.12
-0.834,0.1,0.12
-0.834,0.1,0.12
-0.832,0.1,0.12
-0.830,0.1,0.12
-0.830,0.1,0.12
-0.827,0.1,0.12
-0.826,0.1,0.12
-0.826,0.1,0.12
-0.826,0.1,0.12
-0.826,0.1,0.12
-0.826,0.1,0.12
-0.826,0.1,0.12
-0.822,0.1,0.12
-0.822,0.1,0.12
-0.822,0.1,0.12
-0.822,0.1,0.12
-0.822,0.1,0.12
-0.822,0.1,0.12
-0.822,0.1,0.12
-0.822,0.1,0.12
-0.821,0.1,0.12
-0.818,0.1,0.12
-0.819,0.1,0.12
-0.819,0.1,0.12
-0.819,0.1,0.12
-0.819,0.1,0.12
-0.819,0.1,0.12
-0.819,0.1,0.12
-0.819,0.1,0.12
-0.817,0.1,0.12
-0.816,0.1,0.12
-0.816,0.1,0.12
-0.816,0.1,0.12
-0.816,0.1,0.12
-0.815,0.1,0.12
-0.816,0.1,0.12
-0.815,0.1,0.12
-0.814,0.1,0.12
-0.812,0.1,0.12
-0.813,0.1,0.12
-0.812,0.1,0.12
-0.812,0.1,0.12
-0.812,0.1,0.12
-0.813,0.1,0.12
-0.812,0.1,0.12
-0.811,0.1,0.12
-0.808,0.1,0.12
-0.809,0.1,0.12
-0.809,0.1,0.12
-0.810,0.1,0.12
-0.810,0.1,0.12
-0.810,0.1,0.12
-0.809,0.1,0.12
-0.807,0.1,0.12
-0.805,0.1,0.12
-0.803,0.1,0.12
-0.803,0.1,0.12
-0.803,0.1,0.12
-0.802,0.1,0.12
-0.803,0.1,0.12
-0.803,0.1,0.12
-0.801,0.1,0.12
-0.800,0.1,0.12
-0.796,0.1,0.12
-0.796,0.1,0.12
-0.797,0.1,0.12
-0.797,0.1,0.12
-0.796,0.1,0.12
-0.797,0.1,0.12
-0.797,0.1,0.12
-0.794,0.1,0.12
-0.792,0.1,0.12
-0.792,0.1,0.12
-0.792,0.1,0.12
-0.792,0.1,0.12
-0.792,0.1,0.12
-0.792,0.1,0.12
-0.791,0.1,0.12
-0.787,0.1,0.12
-0.788,0.1,0.12
-0.787,0.1,0.12
-0.787,0.1,0.12
-0.788,0.1,0.12
-0.788,0.1,0.12
-0.787,0.1,0.12
-0.787,0.1,0.12
-0.786,0.1,0.12
-0.786,0.1,0.12
-0.786,0.1,0.12
-0.786,0.1,0.12
-0.786,0.1,0.12
-0.786,0.1,0.12
-0.785,0.1,0.12
-0.784,0.1,0.12
-0.783,0.1,0.12
-0.783,0.1,0.12
-0.784,0.1,0.12
-0.783,0.1,0.12
-0.783,0.1,0.12
-0.783,0.1,0.12
-0.781,0.1,0.12
-0.781,0.1,0.12
-0.781,0.1,0.12
-0.781,0.1,0.12
-0.781,0.1,0.12
-0.780,0.1,0.12
-0.781,0.1,0.12
-0.779,0.1,0.12
-0.778,0.1,0.12
-0.778,0.1,0.12
-0.778,0.1,0.12
-0.778,0.1,0.12
-0.778,0.1,0.12
-0.778,0.1,0.12
-0.778,0.1,0.12
-0.778,0.1,0.12
-0.778,0.1,0.12
-0.778,0.1,0.12
-0.777,0.1,0.12
-0.777,0.1,0.12
-0.777,0.1,0.12
-0.775,0.1,0.12
-0.773,0.1,0.12
-0.772,0.1,0.12
-0.772,0.1,0.12
-0.772,0.1,0.12
-0.771,0.1,0.12
-0.770,0.1,0.12
-0.768,0.1,0.12
-0.763,0.1,0.12
-0.762,0.1,0.12
-0.762,0.1,0.13
-0.762,0.1,0.12
-0.763,0.1,0.12
-0.763,0.1,0.12
-0.760,0.1,0.12
-0.760,0.1,0.12
-0.759,0.1,0.12
-0.759,0.1,0.12
-0.758,0.1,0.12
-0.759,0.1,0.12
-0.758,0.1,0.12
-0.755,0.1,0.12
-0.753,0.1,0.12
-0.753,0.1,0.12
-0.754,0.1,0.12
-0.754,0.1,0.13
-0.754,0.1,0.12
-0.753,0.1,0.13
-0.750,0.1,0.12
-0.749,0.1,0.13
-0.749,0.1,0.12
-0.749,0.1,0.13
-0.749,0.1,0.12
-0.749,0.1,0.13
-0.749,0.1,0.13
-0.745,0.1,0.13
-0.745,0.1,0.12
-0.745,0.1,0.13
-0.746,0.1,0.13
-0.746,0.1,0.13
-0.745,0.1,0.13
-0.745,0.1,0.13
-0.743,0.1,0.13
-0.740,0.1,0.12
-0.740,0.1,0.13
-0.740,0.1,0.13
-0.741,0.1,0.13
-0.740,0.1,0.13
-0.740,0.1,0.13
-0.740,0.1,0.13
-0.737,0.1,0.13
-0.737,0.1,0.13
-0.736,0.1,0.13
-0.736,0.1,0.13
-0.737,0.1,0.13
-0.737,0.1,0.13
-0.736,0.1,0.13
-0.736,0.1,0.13
-0.733,0.1,0.13
-0.732,0.1,0.13
-0.732,0.1,0.13
-0.733,0.1,0.13
-0.733,0.1,0.13
-0.733,0.1,0.13
-0.733,0.1,0.13
-0.732,0.1,0.13
-0.729,0.1,0.13
-0.729,0.1,0.13
-0.729,0.1,0.13
-0.729,0.1,0.13
-0.729,0.1,0.13
-0.730,0.1,0.13
-0.729,0.1,0.13
-0.728,0.1,0.13
-0.725,0.1,0.13
-0.725,0.1,0.13
-0.725,0.1,0.13
-0.724,0.1,0.13
-0.725,0.1,0.13
-0.725,0.1,0.13
-0.725,0.1,0.13
-0.723,0.1,0.13
-0.721,0.1,0.13
-0.719,0.1,0.13
-0.719,0.1,0.13
-0.719,0.1,0.13
-0.719,0.1,0.13
-0.719,0.1,0.13
-0.719,0.1,0.13
-0.717,0.1,0.13
-0.716,0.1,0.13
-0.716,0.1,0.13
-0.716,0.1,0.13
-0.715,0.1,0.13
-0.715,0.1,0.13
-0.715,0.1,0.13
-0.712,0.1,0.13
-0.710,0.1,0.13
-0.708,0.1,0.13
-0.708,0.1,0.13
-0.708,0.1,0.13
-0.707,0.1,0.13
-0.707,0.1,0.13
-0.706,0.1,0.13
-0.703,0.1,0.13
-0.704,0.1,0.13
-0.704,0.1,0.13
-0.704,0.1,0.13
-0.704,0.1,0.13
-0.704,0.1,0.13
-0.702,0.1,0.13
-0.700,0.1,0.13
-0.700,0.1,0.13
-0.700,0.1,0.13
-0.700,0.1,0.13
-0.701,0.1,0.13
-0.700,0.1,0.13
-0.698,0.1,0.13
-0.697,0.1,0.13
-0.697,0.1,0.13
-0.697,0.1,0.13
-0.697,0.1,0.13
-0.697,0.1,0.13
-0.697,0.1,0.13
-0.697,0.1,0.13
-0.695,0.1,0.13
-0.694,0.1,0.13
-0.693,0.1,0.13
-0.693,0.1,0.13
-0.693,0.1,0.13
-0.693,0.1,0.13
-0.693,0.1,0.13
-0.693,0.1,0.13
-0.691,0.1,0.13
-0.690,0.1,0.13
-0.689,0.1,0.13
-0.690,0.1,0.13
-0.690,0.1,0.13
-0.690,0.1,0.13
-0.690,0.1,0.13
-0.689,0.1,0.13
-0.687,0.1,0.13
-0.686,0.1,0.13
-0.686,0.1,0.13
-0.686,0.1,0.13
-0.685,0.1,0.13
-0.685,0.1,0.13
-0.685,0.1,0.13
-0.682,0.1,0.13
-0.681,0.1,0.13
-0.681,0.1,0.13
-0.681,0.1,0.13
-0.681,0.1,0.13
-0.681,0.1,0.13
-0.681,0.1,0.13
-0.679,0.1,0.13
-0.677,0.1,0.13
-0.675,0.1,0.13
-0.676,0.1,0.13
-0.675,0.1,0.13
-0.675,0.1,0.13
-0.675,0.1,0.13
-0.675,0.1,0.13
-0.672,0.1,0.13
-0.672,0.1,0.13
-0.672,0.1,0.13
-0.671,0.1,0.13
-0.672,0.1,0.13
-0.672,0.1,0.13
-0.670,0.1,0.13
-0.669,0.1,0.12
-0.668,0.1,0.13
-0.668,0.1,0.13
-0.667,0.1,0.13
-0.668,0.1,0.12
-0.667,0.1,0.13
-0.665,0.1,0.12
-0.664,0.1,0.13
-0.663,0.1,0.13
-0.663,0.1,0.13
-0.664,0.1,0.12
-0.663,0.1,0.13
-0.663,0.1,0.13
-0.661,0.1,0.13
-0.661,0.1,0.13
-0.661,0.1,0.12
-0.660,0.1,0.13
-0.660,0.1,0.13
-0.660,0.1,0.13
-0.661,0.1,0.12
-0.660,0.1,0.13
-0.658,0.1,0.12
-0.657,0.1,0.13
-0.657,0.1,0.12
-0.657,0.1,0.13
-0.657,0.1,0.13
-0.657,0.1,0.13
-0.656,0.1,0.12
-0.654,0.1,0.13
-0.653,0.1,0.13
-0.653,0.1,0.13
-0.653,0.1,0.12
-0.653,0.1,0.12
-0.653,0.1,0.13
-0.653,0.1,0.12
-0.652,0.1,0.13
-0.652,0.1,0.12
-0.652,0.1,0.13
-0.652,0.1,0.12
-0.651,0.1,0.13
-0.648,0.1,0.12
-0.647,0.1,0.13
-0.648,0.1,0.12
-0.648,0.1,0.13
-0.648,0.1,0.13
-0.649,0.1,0.13
-0.647,0.1,0.12
-0.645,0.1,0.12
-0.645,0.1,0.13
-0.646,0.1,0.13
-0.646,0.1,0.13
-0.646,0.1,0.12
-0.645,0.1,0.13
-0.643,0.1,0.12
-0.643,0.1,0.13
-0.643,0.1,0.12
-0.643,0.1,0.13
-0.643,0.1,0.12
-0.642,0.1,0.13
-0.640,0.1,0.12
-0.637,0.1,0.13
-0.637,0.1,0.12
-0.637,0.1,0.13
-0.637,0.1,0.12
-0.637,0.1,0.13
-0.637,0.1,0.13
-0.637,0.1,0.12
-0.635,0.1,0.13
-0.635,0.1,0.13
-0.636,0.1,0.13
-0.635,0.1,0.12
-0.636,0.1,0.13
-0.635,0.1,0.12
-0.632,0.1,0.13
-0.633,0.1,0.12
-0.632,0.1,0.13
-0.633,0.1,0.12
-0.632,0.1,0.13
-0.633,0.1,0.12
-0.630,0.1,0.13
-0.629,0.1,0.12
-0.629,0.1,0.13
-0.630,0.1,0.12
-0.630,0.1,0.12
-0.629,0.1,0.12
-0.629,0.1,0.12
-0.628,0.1,0.12
-0.629,0.1,0.12
-0.629,0.1,0.13
-0.628,0.1,0.12
-0.628,0.1,0.12
-0.626,0.1,0.12
-0.625,0.1,0.13
-0.625,0.1,0.12
-0.624,0.1,0.13
-0.625,0.1,0.12
-0.624,0.1,0.13
-0.624,0.1,0.12
-0.622,0.1,0.13
-0.621,0.1,0.12
-0.621,0.1,0.13
-0.621,0.1,0.12
-0.621,0.1,0.13
-0.620,0.1,0.12
-0.620,0.1,0.13
-0.620,0.1,0.13
-0.619,0.1,0.12
-0.620,0.1,0.13
-0.620,0.1,0.13
-0.619,0.1,0.13
-0.617,0.1,0.12
-0.614,0.1,0.13
-0.614,0.1,0.12
-0.614,0.1,0.13
-0.613,0.1,0.12
-0.613,0.1,0.13
-0.614,0.1,0.12
-0.613,0.1,0.13
-0.612,0.1,0.12
-0.611,0.1,0.13
-0.612,0.1,0.13
-0.611,0.1,0.13
-0.611,0.1,0.12
-0.610,0.1,0.13
-0.607,0.1,0.13
-0.607,0.1,0.13
-0.608,0.1,0.13
-0.608,0.1,0.13
-0.608,0.1,0.13
-0.606,0.1,0.13
-0.606,0.1,0.13
-0.606,0.1,0.13
-0.606,0.1,0.13
-0.606,0.1,0.13
-0.607,0.1,0.13
-0.606,0.1,0.12
-0.603,0.1,0.13
-0.602,0.1,0.13
-0.602,0.1,0.13
-0.602,0.1,0.13
-0.602,0.1,0.13
-0.602,0.1,0.13
-0.602,0.1,0.13
-0.601,0.1,0.13
-0.601,0.1,0.13
-0.601,0.1,0.13
-0.601,0.1,0.13
-0.601,0.1,0.13
-0.601,0.1,0.13
-0.600,0.1,0.13
-0.599,0.1,0.13
-0.599,0.1,0.13
-0.599,0.1,0.13
-0.599,0.1,0.13
-0.599,0.1,0.13
-0.599,0.1,0.13
-0.596,0.1,0.13
-0.596,0.1,0.13
-0.596,0.1,0.13
-0.596,0.1,0.13
-0.595,0.1,0.13
-0.596,0.1,0.13
-0.596,0.1,0.13
-0.594,0.1,0.13
-0.593,0.1,0.13
-0.593,0.1,0.13
-0.593,0.1,0.13
-0.593,0.1,0.13
-0.593,0.1,0.13
-0.593,0.1,0.13
-0.591,0.1,0.13
-0.589,0.1,0.13
-0.589,0.1,0.13
-0.589,0.1,0.13
-0.590,0.1,0.13
-0.589,0.1,0.13
-0.589,0.1,0.13
-0.588,0.1,0.13
-0.585,0.1,0.13
-0.585,0.1,0.13
-0.586,0.1,0.13
-0.585,0.1,0.13
-0.585,0.1,0.12
-0.586,0.1,0.13
-0.584,0.1,0.12
-0.584,0.1,0.13
-0.584,0.1,0.13
-0.583,0.1,0.13
-0.584,0.1,0.13
-0.582,0.1,0.13
-0.580,0.1,0.13
-0.578,0.1,0.13
-0.578,0.1,0.13
-0.579,0.1,0.13
-0.578,0.1,0.13
-0.578,0.1,0.13
-0.578,0.1,0.13
-0.578,0.1,0.13
-0.578,0.1,0.13
-0.577,0.1,0.13
-0.577,0.1,0.13
-0.577,0.1,0.13
-0.577,0.1,0.13
-0.577,0.1,0.13
-0.574,0.1,0.13
-0.573,0.1,0.13
-0.574,0.1,0.13
-0.574,0.1,0.13
-0.574,0.1,0.13
-0.574,0.1,0.13
-0.574,0.1,0.13
-0.573,0.1,0.13
-0.572,0.1,0.13
-0.572,0.1,0.13
-0.573,0.1,0.13
-0.572,0.1,0.13
-0.571,0.1,0.13
-0.570,0.1,0.13
-0.569,0.1,0.13
-0.570,0.1,0.13
-0.570,0.1,0.13
-0.569,0.1,0.13
-0.570,0.1,0.13
-0.568,0.1,0.13
-0.566,0.1,0.13
-0.563,0.1,0.13
-0.563,0.1,0.13
-0.563,0.1,0.13
-0.563,0.1,0.13
-0.563,0.1,0.13
-0.563,0.1,0.13
-0.563,0.1,0.13
-0.563,0.1,0.13
-0.563,0.1,0.13
-0.563,0.1,0.13
-0.563,0.1,0.13
-0.563,0.1,0.13
-0.560,0.1,0.13
-0.558,0.1,0.13
-0.559,0.1,0.13
-0.559,0.1,0.13
-0.559,0.1,0.13
-0.558,0.1,0.13
-0.558,0.1,0.13
-0.555,0.1,0.13
-0.555,0.1,0.13
-0.555,0.1,0.13
-0.555,0.1,0.13
-0.555,0.1,0.13
-0.554,0.1,0.13
-0.554,0.1,0.13
-0.551,0.1,0.13
-0.551,0.1,0.13
-0.551,0.1,0.13
-0.551,0.1,0.13
-0.551,0.1,0.13
-0.551,0.1,0.13
-0.549,0.1,0.13
-0.547,0.1,0.13
-0.547,0.1,0.13
-0.546,0.1,0.13
-0.546,0.1,0.13
-0.547,0.1,0.13
-0.546,0.1,0.13
-0.544,0.1,0.13
-0.542,0.1,0.13
-0.541,0.1,0.14
-0.542,0.1,0.13
-0.542,0.1,0.13
-0.542,0.1,0.13
-0.542,0.1,0.14
-0.540,0.1,0.13
-0.540,0.1,0.13
-0.540,0.1,0.13
-0.540,0.1,0.14
-0.540,0.1,0.13
-0.540,0.1,0.14
-0.538,0.1,0.14
-0.537,0.1,0.14
-0.537,0.1,0.14
-0.537,0.1,0.14
-0.537,0.1,0.14
-0.537,0.1,0.14
-0.537,0.1,0.14
-0.536,0.1,0.14
-0.533,0.1,0.14
-0.533,0.1,0.14
-0.533,0.1,0.14
-0.532,0.1,0.14
-0.532,0.1,0.14
-0.533,0.1,0.14
-0.531,0.1,0.14
-0.529,0.1,0.14
-0.528,0.1,0.14
-0.528,0.1,0.14
-0.527,0.1,0.14
-0.527,0.1,0.14
-0.527,0.1,0.14
-0.526,0.1,0.14
-0.524,0.1,0.14
-0.521,0.1,0.14
-0.521,0.1,0.14
-0.522,0.1,0.14
-0.522,0.1,0.14
-0.522,0.1,0.14
-0.522,0.1,0.14
-0.522,0.1,0.14
-0.522,0.1,0.14
-0.522,0.1,0.14
-0.522,0.1,0.14
-0.522,0.1,0.14
-0.522,0.1,0.14
-0.521,0.1,0.14
-0.519,0.1,0.14
-0.518,0.1,0.14
-0.519,0.1,0.14
-0.518,0.1,0.14
-0.518,0.1,0.14
-0.519,0.1,0.14
-0.518,0.1,0.14
-0.518,0.1,0.14
-0.517,0.1,0.14
-0.517,0.1,0.14
-0.517,0.1,0.14
-0.516,0.1,0.14
-0.516,0.1,0.14
-0.514,0.1,0.14
-0.515,0.1,0.14
-0.514,0.1,0.14
-0.515,0.1,0.14
-0.515,0.1,0.14
-0.515,0.1,0.14
-0.515,0.1,0.14
-0.513,0.1,0.14
-0.512,0.1,0.14
-0.511,0.1,0.14
-0.512,0.1,0.14
-0.512,0.1,0.14
-0.512,0.1,0.14
-0.512,0.1,0.14
-0.510,0.1,0.14
-0.508,0.1,0.14
-0.509,0.1,0.14
-0.509,0.1,0.14
-0.509,0.1,0.14
-0.509,0.1,0.14
-0.509,0.1,0.14
-0.506,0.1,0.14
-0.505,0.1,0.14
-0.505,0.1,0.14
-0.506,0.1,0.14
-0.506,0.1,0.14
-0.506,0.1,0.14
-0.504,0.1,0.14
-0.501,0.1,0.14
-0.500,0.1,0.14
-0.500,0.1,0.14
-0.499,0.1,0.14
-0.500,0.1,0.14
-0.498,0.1,0.14
-0.496,0.1,0.14
-0.495,0.1,0.14
-0.495,0.1,0.14
-0.496,0.1,0.14
-0.496,0.1,0.14
-0.494,0.1,0.14
-0.492,0.1,0.14
-0.492,0.1,0.14
-0.492,0.1,0.14
-0.492,0.1,0.14
-0.491,0.1,0.14
-0.492,0.1,0.14
-0.489,0.1,0.14
-0.489,0.1,0.14
-0.489,0.1,0.14
-0.489,0.1,0.14
-0.489,0.1,0.14
-0.489,0.1,0.14
-0.486,0.1,0.14
-0.484,0.1,0.14
-0.482,0.1,0.14
-0.482,0.1,0.14
-0.482,0.1,0.14
-0.481,0.1,0.14
-0.481,0.1,0.14
-0.481,0.1,0.14
-0.479,0.1,0.14
-0.478,0.1,0.14
-0.478,0.1,0.14
-0.478,0.1,0.14
-0.477,0.1,0.14
-0.477,0.1,0.14
-0.476,0.1,0.14
-0.476,0.1,0.14
-0.476,0.1,0.14
-0.477,0.1,0.14
-0.476,0.1,0.14
-0.475,0.1,0.14
-0.474,0.1,0.14
-0.473,0.1,0.14
-0.473,0.1,0.14
-0.473,0.1,0.14
-0.473,0.1,0.14
-0.472,0.1,0.14
-0.472,0.1,0.14
-0.471,0.1,0.14
-0.472,0.1,0.14
-0.472,0.1,0.14
-0.471,0.1,0.14
-0.471,0.1,0.14
-0.467,0.1,0.14
-0.466,0.1,0.14
-0.466,0.1,0.14
-0.467,0.1,0.14
-0.466,0.1,0.14
-0.466,0.1,0.14
-0.466,0.1,0.14
-0.463,0.1,0.14
-0.462,0.1,0.14
-0.461,0.1,0.14
-0.462,0.1,0.14
-0.461,0.1,0.14
-0.461,0.1,0.14
-0.459,0.1,0.14
-0.455,0.1,0.14
-0.455,0.1,0.14
-0.455,0.1,0.14
-0.456,0.1,0.14
-0.455,0.1,0.14
-0.456,0.1,0.14
-0.454,0.1,0.14
-0.452,0.1,0.14
-0.452,0.1,0.14
-0.452,0.1,0.14
-0.452,0.1,0.14
-0.452,0.1,0.14
-0.452,0.1,0.14
-0.450,0.1,0.14
-0.449,0.1,0.14
-0.449,0.1,0.14
-0.449,0.1,0.14
-0.449,0.1,0.14
-0.449,0.1,0.14
-0.446,0.1,0.14
-0.446,0.1,0.14
-0.445,0.1,0.14
-0.445,0.1,0.14
-0.445,0.1,0.14
-0.445,0.1,0.14
-0.444,0.1,0.14
-0.442,0.1,0.14
-0.442,0.1,0.14
-0.442,0.1,0.14
-0.443,0.1,0.14
-0.442,0.1,0.14
-0.439,0.1,0.14
-0.437,0.1,0.14
-0.438,0.1,0.14
-0.438,0.1,0.14
-0.438,0.1,0.14
-0.438,0.1,0.14
-0.439,0.1,0.14
-0.439,0.1,0.14
-0.439,0.1,0.14
-0.438,0.1,0.14
-0.438,0.1,0.14
-0.438,0.1,0.14
-0.438,0.1,0.14
-0.438,0.1,0.14
-0.437,0.1,0.14
-0.437,0.1,0.14
-0.437,0.1,0.14
-0.437,0.1,0.14
-0.437,0.1,0.14
-0.436,0.1,0.14
-0.435,0.1,0.14
-0.435,0.1,0.14
-0.435,0.1,0.14
-0.435,0.1,0.14
-0.435,0.1,0.14
-0.435,0.1,0.14
-0.435,0.1,0.14
-0.431,0.1,0.14
-0.431,0.1,0.14
-0.431,0.1,0.14
-0.431,0.1,0.14
-0.431,0.1,0.14
-0.431,0.1,0.14
-0.430,0.1,0.14
-0.428,0.1,0.14
-0.428,0.1,0.14
-0.429,0.1,0.14
-0.429,0.1,0.14
-0.428,0.1,0.14
-0.426,0.1,0.14
-0.426,0.1,0.14
-0.426,0.1,0.14
-0.426,0.1,0.14
-0.426,0.1,0.14
-0.426,0.1,0.14
-0.424,0.1,0.14
-0.423,0.1,0.14
-0.423,0.1,0.14
-0.423,0.1,0.14
-0.423,0.1,0.14
-0.423,0.1,0.14
-0.423,0.1,0.14
-0.422,0.1,0.14
-0.421,0.1,0.14
-0.421,0.1,0.14
-0.420,0.1,0.14
-0.421,0.1,0.14
-0.421,0.1,0.14
-0.420,0.1,0.14
-0.419,0.1,0.14
-0.419,0.1,0.14
-0.419,0.1,0.14
-0.420,0.1,0.14
-0.420,0.1,0.14
-0.417,0.1,0.14
-0.416,0.1,0.13
-0.416,0.1,0.14
-0.416,0.1,0.14
-0.416,0.1,0.14
-0.416,0.1,0.14
-0.415,0.1,0.14
-0.413,0.1,0.13
-0.413,0.1,0.14
-0.414,0.1,0.14
-0.413,0.1,0.14
-0.414,0.1,0.13
